Title,Artist,Year
Someday,Shawn Colvin,1994
Someday,Steve Earle,1986
Someday Baby,Bob Dylan,2006
Someday We'll Know,New Radicals,1998
Someday We'll Be Together,Diana Ross & The Supremes,1969
"Someday, Someway",Marshall Crenshaw,1982
Someone Like You,Adele,2011
Someone Like You,Mayer Hawthorne,2016
Someone New,Hozier,2014
Someone Saved My Life Tonight,Elton John,1975
Someone To Lay Down Beside Me,Karla Bonoff,1977
Somethin' Stupid,Frank & Nancy Sinatra,1967
Something,The Beatles,1968
Something About What Happens When We Talk,Lucinda Williams,1989
Something In The Air,Thunderclap Newman,1969
Something In The Night,Bruce Springsteen,1978
Something So Strong,Crowded House,1986
Something There Is About You,Bob Dylan,1974
Something To Talk About,Bonnie Raitt,1991
Something You Got,B. B. King,1993
Something's Always Wrong,Toad The Wet Sprocket,1994
Something's Got A Hold On Me,Steve Forbert,1999
Sometime Around Midnight,The Airborne Toxic Event,2008
Sometimes Always,The Jesus And Mary Chain,1994
Sometimes Good Guys Don't Wear White,The Standells,1966
Sometimes I Don't Know What To Feel,Todd Rundgren,1973
Sometimes Salvation,The Black Crowes,1992
Sometimes You Can't Make It On Your Own,U2,2004
Somewhere Only We Know,Keane,2004
Son Of A Preacher Man,Dusty Springfield,1984
Song 2,Blur,1997
Song for Zula,Phosphorescent,2013
Son's Gonna Rise,Citizen Cope,2004
SOS (Overboard),Joseph,2016
Soul Bossa Nova,Quincy Jones,1962
Soul Deep,The Box Tops,1969
Soul Finger,The Bar-Kays,1967
Soul Kitchen,The Doors,1967
Soul Makossa,Manu Dibango,1972
Soul Man,Sam & Dave,1967
Soul Meets Body,Death Cab For Cutie,2005
Soul Power,James Brown,1971
Soul Refreshing,Robert Randolph & The Family Band,2003
Soul Sacrifice,Santana,1985
Soul Shoes,Graham Parker,1976
Soul Singer In A Session Band,Bright Eyes,2007
Soul Singing,The Black Crowes,2001
Soulful Strut,Young-Holt Unlimited,1968
Soulful Wind,Nick Lowe,1994
Soulshine,Gov't Mule,1999
Soulsville,Isaac Hayes,1971
Sound And Vision,David Bowie,1977
Sour Times,Portishead,1994
South California Purples,Chicago Transit Authority,1969
South Central Rain,R. E. M.,2014
South Side,Moby,1999
South Street,The Orlons,2005
Southbound,The Allman Brothers,1973
Southbound Again,Dire Straits,1978
Southern Cross,Crosby Stills & Nash,1982
Southern Girls,Cheap Trick,1977
Southern Man,Neil Young,1970
Southern Nights,Allen Toussaint,1975
Southside Of Heaven,Ryan Bingham,2002
Southtown Girls,The Hold Steady,2006
Sowing The Seeds Of Love,Tears For Fears,1989
Soy Loco Por Ti America,Gilberto Gil,1987
Space Cowboy,Steve Miller Band,1969
Space Oddity,David Bowie,1969
Spanish Dancer,Steve Winwood,1980
Spanish Harlem,Aretha Franklin,1971
Spanish Moon,Little Feat,1974
Spare Me A Little,Fleetwood Mac,1972
Spider Web,Joan Osborne,1995
Spill The Wine,Eric Burdon & War,1970
Spirit In The Night,Bruce Springsteen,1973
Spirit In The Sky,Blind Boys Of Alabama,2005
Spirit In The Sky,Norman Greenbaum,1969
Spirits In The Material World,The Police,1981
Spit On A Stranger,Nickel Creek,2002
Spit On A Stranger,Pavement,1999
Splish Splash,Bobby Darin,1958
Spinning Wheel,Blood Sweat & Tears,1988
Sponji Reggae,Black Uhuru,1981
Square Biz,Teena Marie,1981
St. Stephen,Grateful Dead,1969
St. Theresa,Joan Osborne,1996
Stacy's Mom,Fountains Of Wayne,2003
Stage Fright,The Band,1970
Stairway To Heaven,Led Zeppelin,1971
Stairway To Heaven,Rodrigo Y Gabriela,2006
Stand,R. E. M.,1988
Stand,Sly & The Family Stone,1969
Stand By Me,Ben E. King,1961
Stand By Me,John Lennon,1975
Stand By Your Man,Tammy Wynette,1969
Standing In The Shadows of Love,Four Tops,1966
Starman,David Bowie,1972
Starry Eyes,The Records,1979
Starship Trooper,Yes,1987
Starstruck,The Kinks,1968
Start Choppin',Dinosaur Jr,1992
Start Me Up,The Rolling Stones,1981
Starting All Over Again,Mel & Tim,1972
State Of Independence,Mood Swings,2002
Statesboro Blues,The Allman Brothers,1971
Static On The Radio,Jim White,2004
Station To Station,David Bowie,1976
Stay,David Bowie,1976
Stay,The Blue Nile,1984
"Stay (faraway, So Close)",U2,1993
Stay (I Missed You),Lisa Loeb,1993
Stay (Wasting Time),Dave Matthews Band,1998
Stay Gold,First Aid Kit,2014
Stay In My Corner,The Arcs,2015
Stay Positive,The Hold Steady,2008
Stay Up Late,Talking Heads,1985
Stay With Me,Faces,1976
Stay With Me,Sam Smith,2014
Stayin' Alive,Bee Gees,1977
Steady As She Goes,The Raconteurs,2006
Steady On,Shawn Colvin,1989
Steady Pull,Jonatha Brooke,2001
Steady Rollin' Man,Eric Clapton,1974
Steal My Kisses,Ben Harper & The Innocent Criminals,1999
Steal My Sunshine,Len,1999
Stella Blue,Grateful Dead,1973
Step Right Up,Tom Waits,1976
Steppin Out,Joe Jackson,1982
Still Crazy After All These Years,Paul Simon,1975
Still Falling For You,Boz Scaggs,1977
Still... You Turn Me On,Emerson Lake & Palmer,1973
Sting Me,The Black Crowes,1992
Stir It Up,Johnny Nash,1972
Stitched Up,Herbie Hancock,2005
Stockholm,Jason Isbell,2013
Stolen Dance,Milky Chance,2013
Stolen Moments,John Hiatt,1990
Stone Rollin',Raphael Saadiq,2011
Stoned Soul Picnic,Laura Nyro,1968
Stones In The Road,Joan Baez,1992
Stop Breakin' Down,Lucinda Williams,1979
Stop Draggin' My Heart Around,Stevie Nicks,1981
Stop Me,Mark Ronson,2007
Stop Stop,The Black Keys,2011
Stop That Train,Bob Marley & The Wailers,1976
Stop Your Sobbing,The Kinks,1964
Stop Your Sobbing,The Pretenders,1979
Stop! In The Name Of Love,The Supremes,1965
Stop! Stop! Stop!,The Hollies,1967
Straight Ahead,Brian Auger's Oblivion Express,1974
Straight Outta Time,John Hiatt,1993
Straightface,Son Volt,1998
Strange,Galaxie 500,1989
Strange Brew,Cream,1967
Strange Condition,Pete Yorn,2000
Strange Conversation,Ted Hawkins,1994
Strange Days,The Doors,1967
Strange Feelin,Tim Buckley,1969
Strange Fruit,Billie Holiday,1954
Strange Magic,Electric Light Orchestra,1975
Strange Overtones,David Byrne & Brian Eno,2008
Strange Times,The Black Keys,2001
Stranger to My Happiness,Sharon Jones And The Dap-Kings,2014
Strangered In The Night,Tom Petty & The Heartbreakers,1976
Strangers In The Night,Frank Sinatra,1966
Strawberry Fields Forever,The Beatles,1967
Strawberry Letter 23,Brothers Johnson,1977
Street Fighting Man,The Rolling Stones,1970
Streets Of Fire,Bruce Springsteen,1978
Streets Of Philadelphia,Bruce Springsteen,1993
STREETS OF YOUR TOWN,The Go-Betweens,1988
Struttin' My Stuff,Elvin Bishop,1975
Stubborn Kind Of Fellow,Marvin Gaye,1963
Stubborn Love,The Lumineers,2012
Stuck In A Moment You Can't Get Out Of,U2,2000
Stuck Inside Of Mobile With The Memphis Blues Again,Bob Dylan,1966
Stuck In The Middle With You,Stealers Wheel,1972
Stylo,Gorillaz,2010
Suavecito,Malo,1991
Submarines,The Lumineers,2009
Substitute,The Who,1968
Subterranean Homesick Alien,Radiohead,1997
Subterranean Homesick Blues,Bob Dylan,1966
Such A Night,Dr. John,1973
Such Great Heights,The Postal Service,2003
Suddenly I See,K. T. Tunstall,2004
Sugar Magnolia,Grateful Dead,1970
Sugar Man,Rodriguez,1970
Sugar Mountain,Neil Young,1969
Sugar Sugar,The Archies,1988
Sugaree,Jerry Garcia,1972
Sugarfoot,Black Joe Lewis & The Honeybears,2009
Suite For 20 G,James Taylor,1970
Suite: Judy Blue Eyes,Crosby Stills & Nash,1969
Sultans Of Swing,Dire Straits,1978
Summer Babe (Winter Version),Pavement,1992
Summer Breeze,Seals & Crofts,1972
Summer Days,Bob Dylan,2001
Summer Of Love,B-52's,1986
Summer Skin,Death Cab For Cutie,2005
"Summer, Highland Falls",Billy Joel,1976
Summer In The City,The Lovin' Spoonful,1966
Summer Romance,The Rolling Stones,1980
Summer Wind,Frank Sinatra,1966
Summerfling,k. d. lang,2000
Summersong,The Decemberists,2006
Summertime,Big Brother & The Holding Company,1968
Summertime,DJ Jazzy Jeff & The Fresh Prince,1994
Summertime Blues,Blue Cheer,1968
Summertime Blues,Eddie Cochran,1960
Summertime Blues,The Who,1970
Summertime Clothes,Animal Collective,2009
Summertime Summertime,The Jamies,1958
Summertime Thing,Chuck Prophet,2002
Sun Hands,Local Natives,2009
Sun Comes Up,Cowboy Junkies,1990
Sun Goddess,Ramsey Lewis,1974
Sun Is Shining,Bob Marley & The Wailers,1971
Sun King,The Beatles,1969
Sunday Mornin' Comin' Down,Kris Kristofferson,1970
Sunday Morning,The Velvet Underground & Nico,1966
Sunday Papers,Joe Jackson,1978
"Sunday, Bloody Sunday",U2,1983
Sundown,Gordon Lightfoot,1974
Sunny Afternoon,The Kinks,1966
Sunny Came Home,Shawn Colvin,1996
Sunrise,Norah Jones,2004
Sunset Grill,Don Henley,1984
Sunshine Of Your Love,Cream,1967
Sunshine Superman,Donovan,1966
Sunspots,Bob Mould,1989
Super Bad,James Brown,1971
Super Bon Bon,Soul Coughing,1996
Super Duper Love,Joss Stone,2003
Super Freak,Rick James,1989
Superfly,Curtis Mayfield,1972
Superman,R. E. M.,1986
Superman (its Not Easy),Five For Fighting,2000
Superman Inside,Eric Clapton,2001
Superman's Song,Crash Test Dummies,1991
Supernova,Ray Lamontagne,2014
Supersoaker,Kings Of Leon,2013
Superstition,Stevie Wonder,1972
Superwoman (Where Were You When I Needed You),Stevie Wonder,1972
Suppers Ready,Genesis,1972
Surf City,Jan & Dean,1963
Surfin' Bird,The Trashmen,1985
Surfin' Safari,The Beach Boys,1963
Surf's Up,The Beach Boys,1971
Surfin' USA,The Beach Boys,1963
Surrender,Cheap Trick,1978
Susie-Q,Dale Hawkins,1957
Suspicious Minds,Elvis Presley,1969
Sussudio,Phil Collins,1985
Suzanne,Leonard Cohen,1967
Swamp,Talking Heads,1983
Sweet Baby James,James Taylor,1970
Sweet Black Angel,Wailing Souls,1992
Sweet Dreams,Yes,1970
Sweet Dreams (Are Made Of This),Eurythmics,1983
Sweet Emotion,Aerosmith,1975
Sweet Hitch-hiker,Creedence Clearwater Revival,1973
Sweet Home Alabama,Lynyrd Skynyrd,1974
Sweet Home Chicago,David Bromberg Band,1976
Sweet Jane,Cowboy Junkies,1988
Sweet Jane,Lou Reed,1974
Sweet Jane,The Velvet Underground,1970
Sweet Little Sixteen,Chuck Berry,1958
Sweet Lullaby,Deep Forest,1992
Sweet Old World,Emmylou Harris,1995
Sweet Seasons,Carole King,1971
Sweet Sixteen,B. B. King,1968
Sweet Soul Music,Arthur Conley,1967
Sweet Spot,Linda Ronstadt & Emmylou Harris,1999
Sweet Surrender,Sarah McLachlan,1997
Sweet Sweet Baby,Aretha Franklin,1968
Sweet Thing,Van Morrison,1968
Sweetest Thing,U2,1987
Switchboard Susan,Nick Lowe,1979
Sympathy For The Devil,The Rolling Stones,1970
Synchronicity II,The Police,1983
Tailspin,The Jayhawks,2003
Tainted Love,Gloria Jones,1965
Tainted Love,Soft Cell,1981
Take A Breath,David Gilmour,2006
Take A Giant Step,Taj Mahal,1969
Take A Walk,Passion Pit,2012
Take Another Look,Little Village,1992
Take Five,The Dave Brubeck Quartet,1963
Take It Easy,Jackson Browne,1973
Take It Easy,The Eagles,1972
Take It Easy (Love Nothing),Bright Eyes,2004
Take It So Hard,Keith Richards,1988
Take Me As I Am,October Project,1993
"Take Me Home, Country Roads",Toots & The Maytals,1974
Take Me I'm Yours,Squeeze,1978
Take Me Into Town,Dr. Dog,2010
Take Me Out,Franz Ferdinand,2004
Take Me To Church,Hozier,2013
Take Me To The Pilot,Elton John,1970
Take Me To The River,Al Green,1974
Take Me To The River,Talking Heads,1978
Take Me With U,Prince & The Revolution,1984
Take Me With You,The Jayhawks,1992
Take My Love,The Lone Bellow,2015
Take On Me,a-ha,1985
Take Out Some Insurance,Jimmy Reed,1959
Take The Highway,Marshall Tucker Band,1973
Take The Long Way Home,Supertramp,1979
Take The Money & Run,Steve Miller Band,1976
Take The Skinheads Bowling,Camper Van Beethoven,1985
Takin' It To The Streets,The Doobie Brothers,1976
Takin' Me Back,Cheap Trick,1978
Tales Of Brave Ulysses,Cream,1967
Talk,Coldplay,2005
Talk About the Passion,R. E. M.,1983
Talk Memphis,Jesse Winchester,1981
Talk Of The Town,The Pretenders,1980
Talk Talk,Talk Talk,1982
Talk Talk,The Music Machine,1966
Talkin' Bout A Revolution,Tracy Chapman,1988
Talkin' New York,Bob Dylan,1962
Talking Back To The Night,Steve Winwood,1982
Talking New Bob Dylan,Loudon Wainwright III,1992
Tam Lin,Fairport Convention,1969
Tamacun,Rodrigo Y Gabriela,2006
Tangled Up In Blue,Bob Dylan,1975
Tanglewood Tree,Dave Carter & Tracy Grammer,2000
Tango,Patty Larkin,1991
Tanqueray,Johnnie Johnson,1991
Taxman,The Beatles,1966
Teacher,Jethro Tull,1970
"Teacher, Teacher",Rockpile,1980
Tear Stained Eye,Son Volt,1995
Tear Stained Letter,Richard Thompson,1983
Tears Of A Clown,Smokey Robinson & The Miracles,1967
Tears Of A Clown,The English Beat,1979
Teen Angst (What The World Needs Now),Cracker,1992
Teenage Kicks,The Undertones,1978
Teenage Riot,Sonic Youth,1988
Telegram Sam,T Rex,1973
Telephone Line,Electric Light Orchestra,1976
Telephone Road,Steve Earle,1997
Tell Everybody I Know,Keb' Mo',1994
Tell Her No,The Zombies,1965
Tell It Like It Is,Aaron Neville,1966
Tell Mama,Etta James,1967
Tell Me A Tale,Michael Kiwanuka,2011
Tell Me Anything (Turn To Gold),Chuck Prophet,2014
Tell Me Bout It,Joss Stone,2007
Tell Me Something Good,Rufus,1974
Tell Me Why,Neil Young,1970
Tell Me Why,The Beatles,1964
Tell The Truth,Derek & The Dominos,1970
Telstar,The Tornados,1962
Temple,Kings Of Leon,2013
Temporary Like Achilles,Bob Dylan,1966
Temptation,New Order,1982
Temptation Eyes,Blake Babies,1991
Temptation Inside Your Heart,The Velvet Underground,1985
Tempted,Squeeze,1990
Ten Years Are Gone,John Mayall,1973
Tenderness,General Public,1984
Tenderness On The Block,Shawn Colvin,1992
Tenderness On The Block,Warren Zevon,1978
Te-ni-nee-ni-nu,Slim Harpo,1992
Tennessee,Arrested Development,1992
Tennessee,Shawn Colvin,1992
Tennessee Jed,Grateful Dead,1972
Tennessee Whiskey,Chris Stapleton,2015
Tenth Avenue Freeze Out,Bruce Springsteen,1986
Tequila,The Champs,1958
Teresa,Los Super Seven,2001
Terrapin Station,Grateful Dead,1977
Texas Flood,Stevie Ray Vaughan,1986
Thank God I'm A Country Boy,John Denver,1974
Thank The Lord For The Nighttime,Neil Diamond,1976
Thank You,Dido,1998
Thank You,Led Zeppelin,1969
Thank You,Bonnie Raitt,1971
Thank You Girl,The Beatles,1963
Thank You Girl,John Hiatt,1987
Thank You Too,My Morning Jacket,2008
That Girl,Stevie Wonder,1981
That Girl Could Sing,Jackson Browne,1980
That Lady,The Isley Brothers,1973
That Old Black Hole,Dr. Dog,2012
That Summer Feeling,Jonathan Richman,1983
That Voice Again,Peter Gabriel,1986
That'll Be The Day,The Crickets,1984
That's All Right,Elvis Presley,1954
That's How Strong My Love Is,Otis Redding,1965
That's Just What You Are,Aimee Mann,1994
That's Not My Name,The Ting Tings,2007
That's Right (you're Not From Texas),Lyle Lovett,1996
That's The Way,Led Zeppelin,1970
That's The Way (I Like It),KC and the Sunshine Band,1988
That Would Be Something,Paul McCartney,1970
"The ""In"" Crowd",Ramsey Lewis Trio,1965
The 59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,1966
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,2011
The Afterlife,Paul Simon,2011
The Air That I Breathe,The Hollies,1977
The Angel,Bruce Springsteen,1973
The Babysitter's Here,Dar Williams,1995
The Ballad Of Billy The Kid,Billy Joel,1973
The Ballad of Dorothy Parker,Prince,1987
The Ballad Of John And Yoko,The Beatles,1969
The Ballad Of Peter Pumpkinhead,XTC,1992
The Ballroom Blitz,Sweet,1973
The Battle Of Evermore,Led Zeppelin,1971
The Beast In Me,Martin Sexton,1998
The Beat,Elvis Costello,1978
The Beat Goes On,Sonny & Cher,1967
The Beat(en) Generation,The The,1989
The Bed's Too Big Without You,Sheila Hylton,1981
The Best Of What's Around,Dave Matthews Band,1993
The Bike,Amy Correia,2000
The Bitterest Pill,The Jam,1982
The Bomber,James Gang,1970
The Book of Love,The Magnetic Fields,1999
The Bottle,Gil Scott-Heron,1989
The Bottle Let Me Down,Merle Haggard,1966
The Bottom Line.,Big Audio Dynamite,1985
The Boxer,Simon & Garfunkel,1972
The Boy In The Bubble,Paul Simon,1986
The Boys Are Back In Town,Thin Lizzy,1976
The Boys Of Summer,Don Henley,1984
The Breaks,Kurtis Blow,1980
The Breakup Song,Greg Kihn,1981
The Call Up,The Clash,1980
The Candy Man,Sammy Davis Jr.,1972
The Captain,Kasey Chambers,1999
The Carpet Crawlers 1999,Genesis,1999
The Castle,The Flaming Lips,2017
The Cat,Jimmy Smith,1964
The Cave,Mumford & Sons,2009
The Chain,Fleetwood Mac,1977
The Changeling,The Doors,1971
The Changingman,Paul Weller,1995
The Cheapest Key,Kathleen Edwards,2008
The Chokin' Kind,Joe Simon,1969
The Chokin' Kind,Joss Stone,2003
The Circle Game,Joni Mitchell,1970
The Cisco Kid,War,1972
The Concept,Teenage Fanclub,1991
The Connection,Phish,2004
The Continuing Story Of Bungalow Bill,The Beatles,1968
The Core,Eric Clapton,1977
The Court Of The Crimson King,King Crimson,1986
The Crunge,Led Zeppelin,1973
The Crystal Ship,The Doors,1967
The Cutter,Echo & The Bunnymen,1984
The Dancer,Stanley Clarke,1976
The Dead Heart,Midnight Oil,1987
The Denial Twist,The White Stripes,2005
The Difference,The Wallflowers,1996
The Distance,Cake,1996
The E Street Shuffle,Bruce Springsteen,1973
The Emperor's New Clothes,Sinead O'Connor,1989
The End,The Beatles,1969
The End,The Doors,1967
The End Of The Innocence,Don Henley,1989
The Engine Driver,The Decemberists,2005
The Envoy,Warren Zevon,1982
The Fever,Bruce Springsteen,1999
The Fez,Steely Dan,1976
The Finer Things,Steve Winwood,1986
The Fool On The Hill,The Beatles,1967
The Forecast (Calls For Pain),Robert Cray,1990
The Fundamental Things,Bonnie Raitt,1998
The Future's So Bright (I Gotta Wear Shades),Timbuk 3,1986
The Ghetto,Donny Hathaway,1970
The Ghost In You,Psychedelic Furs,1984
The Ghost Of You Lingers,Spoon,2007
The Ghosts That Haunt Me,Crash Test Dummies,1991
The Girl Can't Help It,Little Richard,1956
The Girl From Ipanema,Stan Getz & Joao Gilberto,1964
The Golden State,John Doe,2007
The Goodbye Look,Donald Fagen,1982
The Great Beyond,R. E. M.,1999
The Great Defector,Bell X1,2009
The Great Gig In The Sky,Pink Floyd,1973
The Guns Of Brixton,The Clash,1979
The Happening,The Supremes,1966
The Harder They Come,Jimmy Cliff,1972
The Hardest Button To Button,The White Stripes,2003
The Headmaster Ritual,The Smiths,1985
The Healer,John Lee Hooker,1989
The Healing,Gary Clark Jr.,2015
The Heart's A Lonely Hunter,Thievery Corporation,2005
The High Road,Broken Bells,2009
The Holdup,David Bromberg,1974
The Horizon Has Been Defeated,Jack Johnson,2003
The House Is Rockin',Stevie Ray Vaughan,1989
The House That Jack Built,Aretha Franklin,1968
The Humpty Dance,Digital Underground,1989
The Hurdy Gurdy Man,Donovan,1968
The Hustle,Van McCoy,1975
The Impression That I Get,The Mighty Mighty Bosstones,1996
The Jean Genie,David Bowie,1980
The Kids Are Alright,The Who,1980
The Killing Moon,Echo & The Bunnymen,1983
The Lamb Lies Down On Broadway,Genesis,1974
The Last Time,The Rolling Stones,1965
The Laws Must Change,John Mayall,1969
The Lemon Song,Led Zeppelin,1969
The Letter,Joe Cocker,1970
The Letter,The Box Tops,1987
The Lion Sleeps Tonight,The Tokens,1987
The Load Out / Stay,Jackson Browne,1987
The Loco-Motion,Little Eva,1962
The Logical Song,Supertramp,1979
The Loner,Neil Young,1968
The Long And Winding Road,The Beatles,1970
The Long Cut,Uncle Tupelo,1993
The Long Road,Cliff Eberhardt,2009
The Look Of Love,Dusty Springfield,1967
The Look Of Love (part One),ABC,1982
The Losing End,Neil Young,1969
The Love Cats,The Cure,1983
The Lovely Linda,Paul McCartney,1970
The Love You Save,Jackson 5,1970
The Magnificent Seven,The Clash,1980
The Maker,Daniel Lanois,1989
The Man Who Sold The World,David Bowie,1970
The Man Who Sold The World,Nirvana,1994
The Man Who Wants You,Amos Lee,2013
The Mighty Quinn (Quinn The Eskimo),Bob Dylan,1970
The Mighty Quinn (Quinn The Eskimo),Manfred Mann,1968
The Mind Of Love,k. d. lang,1992
The Moon & The Sun,Heidi Berry,1992
"The More You Ignore Me, The Closer I Get",Morrissey,1994
The Most Beautiful Girl In The Room,Flight Of The Conchords,2007
The Mountain,Dave Carter & Tracy Grammer,2000
The Mountain,Heartless Bastards,2009
The Mummer's Dance,Loreena McKennitt,1997
The Music Never Stopped,Grateful Dead,1975
The Mystery Zone,Spoon,2010
The National Anthem,Radiohead,2000
The Needle And The Damage Done,Neil Young,1972
The New Pollution,Beck,1996
The Next Voice You Hear,Jackson Browne,1997
The Night Before,The Beatles,1965
The Night Inside Me,Jackson Browne,2002
The Night They Drove Old Dixie Down,Joan Baez,1971
The Night They Drove Old Dixie Down,The Band,1969
The Numbers Game,Thievery Corporation,2008
The Obvious Child,Paul Simon,1990
The Ocean,Led Zeppelin,1973
The Ocean,Dar Williams,1996
The Old Laughing Lady,Neil Young,1968
The Old Man Down The Road,John Fogerty,1984
The One I Love,David Gray,2005
The One I Love,R. E. M.,1987
The One Thing,INXS,1982
The Only Flame In Town,Elvis Costello,1984
The Only Living Boy In New York,Simon & Garfunkel,1970
The Passenger,Iggy Pop,1977
The Perfect Crime #2,The Decemberists,2006
The Perfect Kiss,New Order,1985
The Persecution and Restoration of Dean Moriarty (On The Road),Aztec Two-Step,1972
The Piano Has Been Drinking (Not Me),Tom Waits,1976
The Politics Of Dancing,Re-Flex,1984
The Pretender,Jackson Browne,1976
The Promised Land,Bruce Springsteen,1978
The Punk Meets The Godfather,The Who,1973
The Rain Song,Led Zeppelin,1973
The Real End,Rickie Lee Jones,1984
The Real Me,The Who,1973
The Real One,John Doe,1990
The Red Rooster,Howlin' Wolf,1969
The Reeling,Passion Pit,2009
The Refugee,U2,1983
The Revolution Starts Now,Steve Earle,2004
The Revolution Will Not Be Televised,Gil Scott-Heron,1970
The Righteous Path,Drive-By Truckers,2008
The Right Time,Ray Charles,1958
The Rising,Bruce Springsteen,2002
The River,Bruce Springsteen,1975
The River,Son Little,2014
The Road,Jackson Browne,1974
The Road And The Sky,Jackson Browne,1974
The Road Goes On Forever,Robert Earl Keen,1989
The Road To Utopia,Utopia,1980
The Rockafeller Skank,Fatboy Slim,1998
The Royal Scam,Steely Dan,1976
The Safety Dance,Men Without Hats,1982
The Scientist,Coldplay,2002
The Seed,The Roots,2002
The Seventh Son,Mose Allison,1959
The Shape I'm In,The Band,1970
The Sidewinder Sleeps Tonight,R. E. M.,1993
The Sins Of Memphisto,John Prine,1991
The Sky Is Crying,Elmore James,1960
The Sky Is Crying,Stevie Ray Vaughan,1991
The Soft Parade,The Doors,1969
The Song Remains The Same,Led Zeppelin,1973
The Sound Of Silence,Simon & Garfunkel,1968
The Space Between,Dave Matthews Band,2001
The Stars (Are Out Tonight),David Bowie,2013
The Story,Brandi Carlile,2006
The Story In Your Eyes,The Moody Blues,1971
The Stranger,Billy Joel,1977
The Sun Ain't Gonna Shine Anymore,The Walker Brothers,1988
The Sunny Side Of The Street,The Pogues,1990
The Thing That Only Eats Hippies,Dead Milkmen,1986
The Things We Do For Love,10cc,1976
The Thrill Is Gone,B. B. King,1969
The Tide Is High,Blondie,1988
The Ties That Bind,Bruce Springsteen,1980
The Times They Are A-Changin',Bob Dylan,1964
The Tracks Of My Tears,Smokey Robinson & The Miracles,1968
The Ubiquitous Mr Lovegrove,Dead Can Dance,1993
The Unknown Soldier,The Doors,1968
The Village Green Preservation Society,The Kinks,1968
The Waiting,Tom Petty & The Heartbreakers,1981
The Walk,The Cure,1983
The Wall Street Shuffle,10cc,1974
The Walls Came Down,The Call,1983
The Wasp (texas Radio And The Big Beat),The Doors,1971
The Way,Fastball,1997
The Way I Am,Ingrid Michaelson,2006
The Way It Is,Bruce Hornsby & The Range,1987
The Way It Is,Nicole Atkins,2007
The Way You Do The Things You Do,The Temptations,1964
The Way You Move,Outkast,2003
The Way Young Lovers Do,Van Morrison,1968
The Weight,The Band,1971
The Weight,The Staple Singers,1968
The Wheel,Jerry Garcia,1972
The Whistler,Jethro Tull,1977
The Whole Of The Moon,The Waterboys,1985
The Wind Cries Mary,Jimi Hendrix,1978
The Wire,Haim,2012
The Wolf,Mumford & Sons,2015
The Word,The Beatles,1965
The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,1976
The Wrong Heartbeat,Richard Thompson,1983
The Zephyr Song,Red Hot Chili Peppers,2002
Them Belly Full,Bob Marley & The Wailers,1974
Theme From Shaft,Isaac Hayes,1972
Then Came The Morning,The Lone Bellow,2014
Then He Kissed Me,The Crystals,1988
Theologians,Wilco,2004
There Goes My Baby,The Drifters,1985
There Goes The Neighborhood,Sheryl Crow,1998
There Is,The Dells,1968
There Is A Light That Never Goes Out,The Smiths,1986
There Is A Mountain,Donovan,1967
There Must Be An Angel (Playing With My Heart),Eurythmics,1985
There She Goes,The La's,1990
There There,Radiohead,2003
There's No Other Way,Blur,1991
There's No Way Out Of Here,David Gilmour,1978
These Are Days,"10,000 Maniacs",1990
These Arms Of Mine,Otis Redding,1962
These Boots Are Made For Walkin',Nancy Sinatra,1966
These Days,Gregg Allman,1973
These Days,Jackson Browne,1973
These Days In An Open Book,Nanci Griffith,1994
These Dreams Of You,Van Morrison,1970
Thick As A Brick (Edit No. 1),Jethro Tull,1976
Thin Line Between Love & Hate,The Persuaders,1971
Thing Called Love,Bonnie Raitt,1989
Thing Called Love,John Hiatt,1987
Things Happen,Dawes,2015
Things Have Changed,Bob Dylan,2000
Things That I Used To Do,Guitar Slim,1953
Things We Do,Indigenous,1996
Things We Said Today,The Beatles,1964
Think,Aretha Franklin,1968
Think,James Brown,1963
Think About Me,Fleetwood Mac,1979
Think For Yourself,The Beatles,1965
Think I'm In Love,Beck,2006
Thirty Three,Smashing Pumpkins,1995
This Ain't The Summer Of Love,Blue Oyster Cult,1976
This And That,Michael Penn,1989
This Charming Man,The Smiths,1983
This Cowboy Song,Sting,1994
This Heart,Nanci Griffith,1994
This Is Cracker Soul,Cracker,1992
This Is Hip,John Lee Hooker,1986
This Is Not A Love Song,Public Image Ltd.,1983
This Is Pop,XTC,1978
This Is Radio Clash,The Clash,1981
This Is Us,Mark Knopfler & Emmylou Harris,2006
This Is What I Do,Rhett Miller,2002
This Must Be The Place (Naive Melody),Talking Heads,1983
This Ol' Cowboy,Marshall Tucker Band,1974
This Old Porch,Lyle Lovett,1986
This Tornado Loves You,Neko Case,2009
This Town Ain't Big Enough For The Both Of Us,Sparks,1974
This Wheel's On Fire,The Band,1968
Those Were The Days,Mary Hopkin,1972
Thought It Would Be Easier,Shelby Lynne,1999
Three Button Hand Me Down,Faces,1970
Three Hits,Indigo Girls,1992
Three Little Birds,Bob Marley & The Wailers,1977
Three Marlenas,The Wallflowers,1996
Three More Days,Ray Lamontagne,2006
Three O'Clock Blues,B. B. King,1986
Three Of A Perfect Pair,King Crimson,1984
Thriller,Michael Jackson,1984
Throw It All Away,Brandi Carlile,2004
Thunder Road,Bruce Springsteen,1975
Ticket To Ride,The Beatles,1965
